year;area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
2015;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;290.4;413;134805;rate;number;inhabitants;2013-2017
2017;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;269.2;391;136320;rate;number;inhabitants;2013-2017
2013;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;246.8;346;133570;rate;number;inhabitants;2013-2017
2016;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;344;494;135690;rate;number;inhabitants;2013-2017
2014;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;257.8;362;134219;rate;number;inhabitants;2013-2017
2015;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;290.4;413;134805;rate;number;inhabitants;2013-2017
2017;5;9;Droopy eyelids;Nord-Trøndelag;1;Day Surgery;269.2;391;136320;rate;number;inhabitants;2013-2017
2016;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;287.2;898;320932;rate;number;inhabitants;2013-2017
2014;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;245.9;749;313604;rate;number;inhabitants;2013-2017
2015;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;299.3;925;317000;rate;number;inhabitants;2013-2017
2017;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;277.7;878;324463;rate;number;inhabitants;2013-2017
2013;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;281;845;309815;rate;number;inhabitants;2013-2017
2016;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;287.2;898;320932;rate;number;inhabitants;2013-2017
2014;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;245.9;749;313604;rate;number;inhabitants;2013-2017
2015;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;299.3;925;317000;rate;number;inhabitants;2013-2017
2017;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;277.7;878;324463;rate;number;inhabitants;2013-2017
2013;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;281;845;309815;rate;number;inhabitants;2013-2017
2016;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;287.2;898;320932;rate;number;inhabitants;2013-2017
2014;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;245.9;749;313604;rate;number;inhabitants;2013-2017
2015;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;299.3;925;317000;rate;number;inhabitants;2013-2017
2017;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;277.7;878;324463;rate;number;inhabitants;2013-2017
2013;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;281;845;309815;rate;number;inhabitants;2013-2017
2016;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;287.2;898;320932;rate;number;inhabitants;2013-2017
2014;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;245.9;749;313604;rate;number;inhabitants;2013-2017
2015;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;299.3;925;317000;rate;number;inhabitants;2013-2017
2017;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;277.7;878;324463;rate;number;inhabitants;2013-2017
2013;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;281;845;309815;rate;number;inhabitants;2013-2017
2016;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;287.2;898;320932;rate;number;inhabitants;2013-2017
2014;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;245.9;749;313604;rate;number;inhabitants;2013-2017
2015;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;299.3;925;317000;rate;number;inhabitants;2013-2017
2017;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;277.7;878;324463;rate;number;inhabitants;2013-2017
2013;6;9;Droopy eyelids;St. Olavs;1;Day Surgery;281;845;309815;rate;number;inhabitants;2013-2017
2016;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;244.7;673;264248;rate;number;inhabitants;2013-2017
2014;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;225.8;614;261681;rate;number;inhabitants;2013-2017
2013;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;162.4;438;259484;rate;number;inhabitants;2013-2017
2015;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;218.5;595;263254;rate;number;inhabitants;2013-2017
2017;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;270.7;753;264817;rate;number;inhabitants;2013-2017
2016;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;244.7;673;264248;rate;number;inhabitants;2013-2017
2014;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;225.8;614;261681;rate;number;inhabitants;2013-2017
2013;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;162.4;438;259484;rate;number;inhabitants;2013-2017
2015;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;218.5;595;263254;rate;number;inhabitants;2013-2017
2017;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;270.7;753;264817;rate;number;inhabitants;2013-2017
2016;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;244.7;673;264248;rate;number;inhabitants;2013-2017
2014;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;225.8;614;261681;rate;number;inhabitants;2013-2017
2013;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;162.4;438;259484;rate;number;inhabitants;2013-2017
2015;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;218.5;595;263254;rate;number;inhabitants;2013-2017
2017;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;270.7;753;264817;rate;number;inhabitants;2013-2017
2016;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;244.7;673;264248;rate;number;inhabitants;2013-2017
2014;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;225.8;614;261681;rate;number;inhabitants;2013-2017
2013;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;162.4;438;259484;rate;number;inhabitants;2013-2017
2015;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;218.5;595;263254;rate;number;inhabitants;2013-2017
2017;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;270.7;753;264817;rate;number;inhabitants;2013-2017
2016;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;244.7;673;264248;rate;number;inhabitants;2013-2017
2014;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;225.8;614;261681;rate;number;inhabitants;2013-2017
2013;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;162.4;438;259484;rate;number;inhabitants;2013-2017
2015;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;218.5;595;263254;rate;number;inhabitants;2013-2017
2017;7;9;Droopy eyelids;Møre og Romsdal;1;Day Surgery;270.7;753;264817;rate;number;inhabitants;2013-2017
2016;8;9;Droopy eyelids;Førde;1;Day Surgery;175.3;206;110266;rate;number;inhabitants;2013-2017
2013;8;9;Droopy eyelids;Førde;1;Day Surgery;105;120;108965;rate;number;inhabitants;2013-2017
2014;8;9;Droopy eyelids;Førde;1;Day Surgery;116.3;135;109170;rate;number;inhabitants;2013-2017
2015;8;9;Droopy eyelids;Førde;1;Day Surgery;124.1;144;109530;rate;number;inhabitants;2013-2017
2017;8;9;Droopy eyelids;Førde;1;Day Surgery;125.6;148;110230;rate;number;inhabitants;2013-2017
2016;8;9;Droopy eyelids;Førde;1;Day Surgery;175.3;206;110266;rate;number;inhabitants;2013-2017
2013;8;9;Droopy eyelids;Førde;1;Day Surgery;105;120;108965;rate;number;inhabitants;2013-2017
2014;8;9;Droopy eyelids;Førde;1;Day Surgery;116.3;135;109170;rate;number;inhabitants;2013-2017
2015;8;9;Droopy eyelids;Førde;1;Day Surgery;124.1;144;109530;rate;number;inhabitants;2013-2017
2017;8;9;Droopy eyelids;Førde;1;Day Surgery;125.6;148;110230;rate;number;inhabitants;2013-2017
2016;8;9;Droopy eyelids;Førde;1;Day Surgery;175.3;206;110266;rate;number;inhabitants;2013-2017
2013;8;9;Droopy eyelids;Førde;1;Day Surgery;105;120;108965;rate;number;inhabitants;2013-2017
2014;8;9;Droopy eyelids;Førde;1;Day Surgery;116.3;135;109170;rate;number;inhabitants;2013-2017
2015;8;9;Droopy eyelids;Førde;1;Day Surgery;124.1;144;109530;rate;number;inhabitants;2013-2017
2017;8;9;Droopy eyelids;Førde;1;Day Surgery;125.6;148;110230;rate;number;inhabitants;2013-2017
2016;8;9;Droopy eyelids;Førde;1;Day Surgery;175.3;206;110266;rate;number;inhabitants;2013-2017
2013;8;9;Droopy eyelids;Førde;1;Day Surgery;105;120;108965;rate;number;inhabitants;2013-2017
2014;8;9;Droopy eyelids;Førde;1;Day Surgery;116.3;135;109170;rate;number;inhabitants;2013-2017
2015;8;9;Droopy eyelids;Førde;1;Day Surgery;124.1;144;109530;rate;number;inhabitants;2013-2017
2017;8;9;Droopy eyelids;Førde;1;Day Surgery;125.6;148;110230;rate;number;inhabitants;2013-2017
2016;8;9;Droopy eyelids;Førde;1;Day Surgery;175.3;206;110266;rate;number;inhabitants;2013-2017
2013;8;9;Droopy eyelids;Førde;1;Day Surgery;105;120;108965;rate;number;inhabitants;2013-2017
2014;8;9;Droopy eyelids;Førde;1;Day Surgery;116.3;135;109170;rate;number;inhabitants;2013-2017
2015;8;9;Droopy eyelids;Førde;1;Day Surgery;124.1;144;109530;rate;number;inhabitants;2013-2017
2017;8;9;Droopy eyelids;Førde;1;Day Surgery;125.6;148;110230;rate;number;inhabitants;2013-2017
2016;9;9;Droopy eyelids;Bergen;1;Day Surgery;180.4;770;447837;rate;number;inhabitants;2013-2017
2013;9;9;Droopy eyelids;Bergen;1;Day Surgery;159.6;656;434147;rate;number;inhabitants;2013-2017
2014;9;9;Droopy eyelids;Bergen;1;Day Surgery;127.4;531;439777;rate;number;inhabitants;2013-2017
2015;9;9;Droopy eyelids;Bergen;1;Day Surgery;176.6;742;444677;rate;number;inhabitants;2013-2017
2017;9;9;Droopy eyelids;Bergen;1;Day Surgery;204.7;887;450597;rate;number;inhabitants;2013-2017
2016;9;9;Droopy eyelids;Bergen;1;Day Surgery;180.4;770;447837;rate;number;inhabitants;2013-2017
2013;9;9;Droopy eyelids;Bergen;1;Day Surgery;159.6;656;434147;rate;number;inhabitants;2013-2017
2014;9;9;Droopy eyelids;Bergen;1;Day Surgery;127.4;531;439777;rate;number;inhabitants;2013-2017
2015;9;9;Droopy eyelids;Bergen;1;Day Surgery;176.6;742;444677;rate;number;inhabitants;2013-2017
2017;9;9;Droopy eyelids;Bergen;1;Day Surgery;204.7;887;450597;rate;number;inhabitants;2013-2017
2016;9;9;Droopy eyelids;Bergen;1;Day Surgery;180.4;770;447837;rate;number;inhabitants;2013-2017
2013;9;9;Droopy eyelids;Bergen;1;Day Surgery;159.6;656;434147;rate;number;inhabitants;2013-2017
2014;9;9;Droopy eyelids;Bergen;1;Day Surgery;127.4;531;439777;rate;number;inhabitants;2013-2017
2015;9;9;Droopy eyelids;Bergen;1;Day Surgery;176.6;742;444677;rate;number;inhabitants;2013-2017
2017;9;9;Droopy eyelids;Bergen;1;Day Surgery;204.7;887;450597;rate;number;inhabitants;2013-2017
2016;9;9;Droopy eyelids;Bergen;1;Day Surgery;180.4;770;447837;rate;number;inhabitants;2013-2017
2013;9;9;Droopy eyelids;Bergen;1;Day Surgery;159.6;656;434147;rate;number;inhabitants;2013-2017
2014;9;9;Droopy eyelids;Bergen;1;Day Surgery;127.4;531;439777;rate;number;inhabitants;2013-2017
2015;9;9;Droopy eyelids;Bergen;1;Day Surgery;176.6;742;444677;rate;number;inhabitants;2013-2017
2017;9;9;Droopy eyelids;Bergen;1;Day Surgery;204.7;887;450597;rate;number;inhabitants;2013-2017
2016;9;9;Droopy eyelids;Bergen;1;Day Surgery;180.4;770;447837;rate;number;inhabitants;2013-2017
2013;9;9;Droopy eyelids;Bergen;1;Day Surgery;159.6;656;434147;rate;number;inhabitants;2013-2017
2014;9;9;Droopy eyelids;Bergen;1;Day Surgery;127.4;531;439777;rate;number;inhabitants;2013-2017
2015;9;9;Droopy eyelids;Bergen;1;Day Surgery;176.6;742;444677;rate;number;inhabitants;2013-2017
2017;9;9;Droopy eyelids;Bergen;1;Day Surgery;204.7;887;450597;rate;number;inhabitants;2013-2017
2013;10;9;Droopy eyelids;Fonna;1;Day Surgery;191.7;337;178086;rate;number;inhabitants;2013-2017
2016;10;9;Droopy eyelids;Fonna;1;Day Surgery;172.4;314;181059;rate;number;inhabitants;2013-2017
2014;10;9;Droopy eyelids;Fonna;1;Day Surgery;168.4;300;179521;rate;number;inhabitants;2013-2017
2015;10;9;Droopy eyelids;Fonna;1;Day Surgery;181.9;328;180349;rate;number;inhabitants;2013-2017
2017;10;9;Droopy eyelids;Fonna;1;Day Surgery;173.7;319;180732;rate;number;inhabitants;2013-2017
2013;10;9;Droopy eyelids;Fonna;1;Day Surgery;191.7;337;178086;rate;number;inhabitants;2013-2017
2016;10;9;Droopy eyelids;Fonna;1;Day Surgery;172.4;314;181059;rate;number;inhabitants;2013-2017
2014;10;9;Droopy eyelids;Fonna;1;Day Surgery;168.4;300;179521;rate;number;inhabitants;2013-2017
2015;10;9;Droopy eyelids;Fonna;1;Day Surgery;181.9;328;180349;rate;number;inhabitants;2013-2017
2017;10;9;Droopy eyelids;Fonna;1;Day Surgery;173.7;319;180732;rate;number;inhabitants;2013-2017
2013;10;9;Droopy eyelids;Fonna;1;Day Surgery;191.7;337;178086;rate;number;inhabitants;2013-2017
2016;10;9;Droopy eyelids;Fonna;1;Day Surgery;172.4;314;181059;rate;number;inhabitants;2013-2017
2014;10;9;Droopy eyelids;Fonna;1;Day Surgery;168.4;300;179521;rate;number;inhabitants;2013-2017
2015;10;9;Droopy eyelids;Fonna;1;Day Surgery;181.9;328;180349;rate;number;inhabitants;2013-2017
2017;10;9;Droopy eyelids;Fonna;1;Day Surgery;173.7;319;180732;rate;number;inhabitants;2013-2017
2013;10;9;Droopy eyelids;Fonna;1;Day Surgery;191.7;337;178086;rate;number;inhabitants;2013-2017
2016;10;9;Droopy eyelids;Fonna;1;Day Surgery;172.4;314;181059;rate;number;inhabitants;2013-2017
2014;10;9;Droopy eyelids;Fonna;1;Day Surgery;168.4;300;179521;rate;number;inhabitants;2013-2017
2015;10;9;Droopy eyelids;Fonna;1;Day Surgery;181.9;328;180349;rate;number;inhabitants;2013-2017
2017;10;9;Droopy eyelids;Fonna;1;Day Surgery;173.7;319;180732;rate;number;inhabitants;2013-2017
2013;10;9;Droopy eyelids;Fonna;1;Day Surgery;191.7;337;178086;rate;number;inhabitants;2013-2017
2016;10;9;Droopy eyelids;Fonna;1;Day Surgery;172.4;314;181059;rate;number;inhabitants;2013-2017
2014;10;9;Droopy eyelids;Fonna;1;Day Surgery;168.4;300;179521;rate;number;inhabitants;2013-2017
2015;10;9;Droopy eyelids;Fonna;1;Day Surgery;181.9;328;180349;rate;number;inhabitants;2013-2017
2017;10;9;Droopy eyelids;Fonna;1;Day Surgery;173.7;319;180732;rate;number;inhabitants;2013-2017
2016;11;9;Droopy eyelids;Stavanger;1;Day Surgery;232.7;750;363091;rate;number;inhabitants;2013-2017
2014;11;9;Droopy eyelids;Stavanger;1;Day Surgery;183.8;574;358361;rate;number;inhabitants;2013-2017
2015;11;9;Droopy eyelids;Stavanger;1;Day Surgery;230.7;737;361646;rate;number;inhabitants;2013-2017
2017;11;9;Droopy eyelids;Stavanger;1;Day Surgery;193.5;632;364736;rate;number;inhabitants;2013-2017
2013;11;9;Droopy eyelids;Stavanger;1;Day Surgery;158.5;477;352638;rate;number;inhabitants;2013-2017
2016;11;9;Droopy eyelids;Stavanger;1;Day Surgery;232.7;750;363091;rate;number;inhabitants;2013-2017
2014;11;9;Droopy eyelids;Stavanger;1;Day Surgery;183.8;574;358361;rate;number;inhabitants;2013-2017
2015;11;9;Droopy eyelids;Stavanger;1;Day Surgery;230.7;737;361646;rate;number;inhabitants;2013-2017
2017;11;9;Droopy eyelids;Stavanger;1;Day Surgery;193.5;632;364736;rate;number;inhabitants;2013-2017
2013;11;9;Droopy eyelids;Stavanger;1;Day Surgery;158.5;477;352638;rate;number;inhabitants;2013-2017
2016;11;9;Droopy eyelids;Stavanger;1;Day Surgery;232.7;750;363091;rate;number;inhabitants;2013-2017
2014;11;9;Droopy eyelids;Stavanger;1;Day Surgery;183.8;574;358361;rate;number;inhabitants;2013-2017
2015;11;9;Droopy eyelids;Stavanger;1;Day Surgery;230.7;737;361646;rate;number;inhabitants;2013-2017
2017;11;9;Droopy eyelids;Stavanger;1;Day Surgery;193.5;632;364736;rate;number;inhabitants;2013-2017
2013;11;9;Droopy eyelids;Stavanger;1;Day Surgery;158.5;477;352638;rate;number;inhabitants;2013-2017
2016;11;9;Droopy eyelids;Stavanger;1;Day Surgery;232.7;750;363091;rate;number;inhabitants;2013-2017
2014;11;9;Droopy eyelids;Stavanger;1;Day Surgery;183.8;574;358361;rate;number;inhabitants;2013-2017
2015;11;9;Droopy eyelids;Stavanger;1;Day Surgery;230.7;737;361646;rate;number;inhabitants;2013-2017
2017;11;9;Droopy eyelids;Stavanger;1;Day Surgery;193.5;632;364736;rate;number;inhabitants;2013-2017
2013;11;9;Droopy eyelids;Stavanger;1;Day Surgery;158.5;477;352638;rate;number;inhabitants;2013-2017
2016;11;9;Droopy eyelids;Stavanger;1;Day Surgery;232.7;750;363091;rate;number;inhabitants;2013-2017
2014;11;9;Droopy eyelids;Stavanger;1;Day Surgery;183.8;574;358361;rate;number;inhabitants;2013-2017
2015;11;9;Droopy eyelids;Stavanger;1;Day Surgery;230.7;737;361646;rate;number;inhabitants;2013-2017
2017;11;9;Droopy eyelids;Stavanger;1;Day Surgery;193.5;632;364736;rate;number;inhabitants;2013-2017
2013;11;9;Droopy eyelids;Stavanger;1;Day Surgery;158.5;477;352638;rate;number;inhabitants;2013-2017
2016;12;9;Droopy eyelids;Østfold;1;Day Surgery;141.8;441;292208;rate;number;inhabitants;2013-2017
2014;12;9;Droopy eyelids;Østfold;1;Day Surgery;148.3;446;286526;rate;number;inhabitants;2013-2017
2017;12;9;Droopy eyelids;Østfold;1;Day Surgery;139.8;442;294738;rate;number;inhabitants;2013-2017
2015;12;9;Droopy eyelids;Østfold;1;Day Surgery;147;452;289195;rate;number;inhabitants;2013-2017
2013;12;9;Droopy eyelids;Østfold;1;Day Surgery;146.3;439;284290;rate;number;inhabitants;2013-2017
2016;12;9;Droopy eyelids;Østfold;1;Day Surgery;141.8;441;292208;rate;number;inhabitants;2013-2017
2014;12;9;Droopy eyelids;Østfold;1;Day Surgery;148.3;446;286526;rate;number;inhabitants;2013-2017
2017;12;9;Droopy eyelids;Østfold;1;Day Surgery;139.8;442;294738;rate;number;inhabitants;2013-2017
2015;12;9;Droopy eyelids;Østfold;1;Day Surgery;147;452;289195;rate;number;inhabitants;2013-2017
2013;12;9;Droopy eyelids;Østfold;1;Day Surgery;146.3;439;284290;rate;number;inhabitants;2013-2017
2016;12;9;Droopy eyelids;Østfold;1;Day Surgery;141.8;441;292208;rate;number;inhabitants;2013-2017
2014;12;9;Droopy eyelids;Østfold;1;Day Surgery;148.3;446;286526;rate;number;inhabitants;2013-2017
2017;12;9;Droopy eyelids;Østfold;1;Day Surgery;139.8;442;294738;rate;number;inhabitants;2013-2017
2015;12;9;Droopy eyelids;Østfold;1;Day Surgery;147;452;289195;rate;number;inhabitants;2013-2017
2013;12;9;Droopy eyelids;Østfold;1;Day Surgery;146.3;439;284290;rate;number;inhabitants;2013-2017
2016;12;9;Droopy eyelids;Østfold;1;Day Surgery;141.8;441;292208;rate;number;inhabitants;2013-2017
2014;12;9;Droopy eyelids;Østfold;1;Day Surgery;148.3;446;286526;rate;number;inhabitants;2013-2017
2017;12;9;Droopy eyelids;Østfold;1;Day Surgery;139.8;442;294738;rate;number;inhabitants;2013-2017
2015;12;9;Droopy eyelids;Østfold;1;Day Surgery;147;452;289195;rate;number;inhabitants;2013-2017
2013;12;9;Droopy eyelids;Østfold;1;Day Surgery;146.3;439;284290;rate;number;inhabitants;2013-2017
2016;12;9;Droopy eyelids;Østfold;1;Day Surgery;141.8;441;292208;rate;number;inhabitants;2013-2017
2014;12;9;Droopy eyelids;Østfold;1;Day Surgery;148.3;446;286526;rate;number;inhabitants;2013-2017
2017;12;9;Droopy eyelids;Østfold;1;Day Surgery;139.8;442;294738;rate;number;inhabitants;2013-2017
2015;12;9;Droopy eyelids;Østfold;1;Day Surgery;147;452;289195;rate;number;inhabitants;2013-2017
2013;12;9;Droopy eyelids;Østfold;1;Day Surgery;146.3;439;284290;rate;number;inhabitants;2013-2017
2016;13;9;Droopy eyelids;Akershus;1;Day Surgery;136.5;664;508398;rate;number;inhabitants;2013-2017
2014;13;9;Droopy eyelids;Akershus;1;Day Surgery;194;908;492627;rate;number;inhabitants;2013-2017
2015;13;9;Droopy eyelids;Akershus;1;Day Surgery;194.2;928;500764;rate;number;inhabitants;2013-2017
2013;13;9;Droopy eyelids;Akershus;1;Day Surgery;184.3;850;486087;rate;number;inhabitants;2013-2017
2017;13;9;Droopy eyelids;Akershus;1;Day Surgery;157.7;781;516380;rate;number;inhabitants;2013-2017
2016;13;9;Droopy eyelids;Akershus;1;Day Surgery;136.5;664;508398;rate;number;inhabitants;2013-2017
2014;13;9;Droopy eyelids;Akershus;1;Day Surgery;194;908;492627;rate;number;inhabitants;2013-2017
2015;13;9;Droopy eyelids;Akershus;1;Day Surgery;194.2;928;500764;rate;number;inhabitants;2013-2017
2013;13;9;Droopy eyelids;Akershus;1;Day Surgery;184.3;850;486087;rate;number;inhabitants;2013-2017
2017;13;9;Droopy eyelids;Akershus;1;Day Surgery;157.7;781;516380;rate;number;inhabitants;2013-2017
2016;13;9;Droopy eyelids;Akershus;1;Day Surgery;136.5;664;508398;rate;number;inhabitants;2013-2017
2014;13;9;Droopy eyelids;Akershus;1;Day Surgery;194;908;492627;rate;number;inhabitants;2013-2017
2015;13;9;Droopy eyelids;Akershus;1;Day Surgery;194.2;928;500764;rate;number;inhabitants;2013-2017
2013;13;9;Droopy eyelids;Akershus;1;Day Surgery;184.3;850;486087;rate;number;inhabitants;2013-2017
2017;13;9;Droopy eyelids;Akershus;1;Day Surgery;157.7;781;516380;rate;number;inhabitants;2013-2017
2016;13;9;Droopy eyelids;Akershus;1;Day Surgery;136.5;664;508398;rate;number;inhabitants;2013-2017
2014;13;9;Droopy eyelids;Akershus;1;Day Surgery;194;908;492627;rate;number;inhabitants;2013-2017
2015;13;9;Droopy eyelids;Akershus;1;Day Surgery;194.2;928;500764;rate;number;inhabitants;2013-2017
2013;13;9;Droopy eyelids;Akershus;1;Day Surgery;184.3;850;486087;rate;number;inhabitants;2013-2017
2017;13;9;Droopy eyelids;Akershus;1;Day Surgery;157.7;781;516380;rate;number;inhabitants;2013-2017
2016;13;9;Droopy eyelids;Akershus;1;Day Surgery;136.5;664;508398;rate;number;inhabitants;2013-2017
2014;13;9;Droopy eyelids;Akershus;1;Day Surgery;194;908;492627;rate;number;inhabitants;2013-2017
2015;13;9;Droopy eyelids;Akershus;1;Day Surgery;194.2;928;500764;rate;number;inhabitants;2013-2017
2013;13;9;Droopy eyelids;Akershus;1;Day Surgery;184.3;850;486087;rate;number;inhabitants;2013-2017
2017;13;9;Droopy eyelids;Akershus;1;Day Surgery;157.7;781;516380;rate;number;inhabitants;2013-2017
2016;14;9;Droopy eyelids;OUS;1;Day Surgery;70.2;162;268544;rate;number;inhabitants;2013-2017
2014;14;9;Droopy eyelids;OUS;1;Day Surgery;113.2;253;263005;rate;number;inhabitants;2013-2017
2015;14;9;Droopy eyelids;OUS;1;Day Surgery;117.2;266;265782;rate;number;inhabitants;2013-2017
2013;14;9;Droopy eyelids;OUS;1;Day Surgery;122.9;266;257808;rate;number;inhabitants;2013-2017
2017;14;9;Droopy eyelids;OUS;1;Day Surgery;121.8;281;270681;rate;number;inhabitants;2013-2017
2016;14;9;Droopy eyelids;OUS;1;Day Surgery;70.2;162;268544;rate;number;inhabitants;2013-2017
2014;14;9;Droopy eyelids;OUS;1;Day Surgery;113.2;253;263005;rate;number;inhabitants;2013-2017
2015;14;9;Droopy eyelids;OUS;1;Day Surgery;117.2;266;265782;rate;number;inhabitants;2013-2017
2013;14;9;Droopy eyelids;OUS;1;Day Surgery;122.9;266;257808;rate;number;inhabitants;2013-2017
2017;14;9;Droopy eyelids;OUS;1;Day Surgery;121.8;281;270681;rate;number;inhabitants;2013-2017
2016;14;9;Droopy eyelids;OUS;1;Day Surgery;70.2;162;268544;rate;number;inhabitants;2013-2017
2014;14;9;Droopy eyelids;OUS;1;Day Surgery;113.2;253;263005;rate;number;inhabitants;2013-2017
2015;14;9;Droopy eyelids;OUS;1;Day Surgery;117.2;266;265782;rate;number;inhabitants;2013-2017
2013;14;9;Droopy eyelids;OUS;1;Day Surgery;122.9;266;257808;rate;number;inhabitants;2013-2017
2017;14;9;Droopy eyelids;OUS;1;Day Surgery;121.8;281;270681;rate;number;inhabitants;2013-2017
2016;14;9;Droopy eyelids;OUS;1;Day Surgery;70.2;162;268544;rate;number;inhabitants;2013-2017
2014;14;9;Droopy eyelids;OUS;1;Day Surgery;113.2;253;263005;rate;number;inhabitants;2013-2017
2015;14;9;Droopy eyelids;OUS;1;Day Surgery;117.2;266;265782;rate;number;inhabitants;2013-2017
2013;14;9;Droopy eyelids;OUS;1;Day Surgery;122.9;266;257808;rate;number;inhabitants;2013-2017
2017;14;9;Droopy eyelids;OUS;1;Day Surgery;121.8;281;270681;rate;number;inhabitants;2013-2017
2016;14;9;Droopy eyelids;OUS;1;Day Surgery;70.2;162;268544;rate;number;inhabitants;2013-2017
2014;14;9;Droopy eyelids;OUS;1;Day Surgery;113.2;253;263005;rate;number;inhabitants;2013-2017
2015;14;9;Droopy eyelids;OUS;1;Day Surgery;117.2;266;265782;rate;number;inhabitants;2013-2017
2013;14;9;Droopy eyelids;OUS;1;Day Surgery;122.9;266;257808;rate;number;inhabitants;2013-2017
2017;14;9;Droopy eyelids;OUS;1;Day Surgery;121.8;281;270681;rate;number;inhabitants;2013-2017
2016;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;49.8;44;149803;rate;number;inhabitants;2013-2017
2014;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;91.9;80;141836;rate;number;inhabitants;2013-2017
2013;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;117;93;137203;rate;number;inhabitants;2013-2017
2015;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;109.1;91;146160;rate;number;inhabitants;2013-2017
2017;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;87.4;78;152704;rate;number;inhabitants;2013-2017
2016;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;49.8;44;149803;rate;number;inhabitants;2013-2017
2014;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;91.9;80;141836;rate;number;inhabitants;2013-2017
2013;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;117;93;137203;rate;number;inhabitants;2013-2017
2015;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;109.1;91;146160;rate;number;inhabitants;2013-2017
2017;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;87.4;78;152704;rate;number;inhabitants;2013-2017
2016;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;49.8;44;149803;rate;number;inhabitants;2013-2017
2014;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;91.9;80;141836;rate;number;inhabitants;2013-2017
2013;15;9;Droopy eyelids;Lovisenberg;1;Day Surgery;117;93;137203;rate;number;inhabitants;2013-2017
