year;area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;name_numerator;name_denominator;period
2015;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;216.7;647;298486;rate;antall;innbyggere;2013-2017
2017;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;302.1;925;303754;rate;antall;innbyggere;2013-2017
2016;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;228;689;300789;rate;antall;innbyggere;2013-2017
2014;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;255.2;754;295644;rate;antall;innbyggere;2013-2017
2013;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;305.3;891;292225;rate;antall;innbyggere;2013-2017
2015;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;216.7;647;298486;rate;antall;innbyggere;2013-2017
2017;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;302.1;925;303754;rate;antall;innbyggere;2013-2017
2016;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;228;689;300789;rate;antall;innbyggere;2013-2017
2014;21;9;Tunge øyelokk;Sørlandet;1;Dagkirurgi;255.2;754;295644;rate;antall;innbyggere;2013-2017
2015;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;180.3;9370;5213985;rate;antall;innbyggere;2013-2017
2017;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;187.2;9970;5295619;rate;antall;innbyggere;2013-2017
2016;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;174;9148;5258317;rate;antall;innbyggere;2013-2017
2014;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;161.2;8271;5165802;rate;antall;innbyggere;2013-2017
2013;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;166;8410;5109056;rate;antall;innbyggere;2013-2017
2015;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;180.3;9370;5213985;rate;antall;innbyggere;2013-2017
2017;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;187.2;9970;5295619;rate;antall;innbyggere;2013-2017
2016;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;174;9148;5258317;rate;antall;innbyggere;2013-2017
2014;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;161.2;8271;5165802;rate;antall;innbyggere;2013-2017
2013;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;166;8410;5109056;rate;antall;innbyggere;2013-2017
2015;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;180.3;9370;5213985;rate;antall;innbyggere;2013-2017
2017;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;187.2;9970;5295619;rate;antall;innbyggere;2013-2017
2016;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;174;9148;5258317;rate;antall;innbyggere;2013-2017
2014;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;161.2;8271;5165802;rate;antall;innbyggere;2013-2017
2013;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;166;8410;5109056;rate;antall;innbyggere;2013-2017
2015;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;180.3;9370;5213985;rate;antall;innbyggere;2013-2017
2017;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;187.2;9970;5295619;rate;antall;innbyggere;2013-2017
2016;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;174;9148;5258317;rate;antall;innbyggere;2013-2017
2014;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;161.2;8271;5165802;rate;antall;innbyggere;2013-2017
2013;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;166;8410;5109056;rate;antall;innbyggere;2013-2017
2015;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;180.3;9370;5213985;rate;antall;innbyggere;2013-2017
2017;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;187.2;9970;5295619;rate;antall;innbyggere;2013-2017
2016;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;174;9148;5258317;rate;antall;innbyggere;2013-2017
2014;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;161.2;8271;5165802;rate;antall;innbyggere;2013-2017
2013;8888;9;Tunge øyelokk;Norge;1;Dagkirurgi;166;8410;5109056;rate;antall;innbyggere;2013-2017
2016;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;122.8;98;76149;rate;antall;innbyggere;2013-2017
2013;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;130.6;99;75207;rate;antall;innbyggere;2013-2017
2014;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;143.7;112;75605;rate;antall;innbyggere;2013-2017
2015;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;141.6;111;75758;rate;antall;innbyggere;2013-2017
2017;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;139.7;113;76167;rate;antall;innbyggere;2013-2017
2016;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;122.8;98;76149;rate;antall;innbyggere;2013-2017
2013;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;130.6;99;75207;rate;antall;innbyggere;2013-2017
2014;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;143.7;112;75605;rate;antall;innbyggere;2013-2017
2015;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;141.6;111;75758;rate;antall;innbyggere;2013-2017
2017;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;139.7;113;76167;rate;antall;innbyggere;2013-2017
2016;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;122.8;98;76149;rate;antall;innbyggere;2013-2017
2013;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;130.6;99;75207;rate;antall;innbyggere;2013-2017
2014;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;143.7;112;75605;rate;antall;innbyggere;2013-2017
2015;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;141.6;111;75758;rate;antall;innbyggere;2013-2017
2017;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;139.7;113;76167;rate;antall;innbyggere;2013-2017
2016;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;122.8;98;76149;rate;antall;innbyggere;2013-2017
2013;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;130.6;99;75207;rate;antall;innbyggere;2013-2017
2014;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;143.7;112;75605;rate;antall;innbyggere;2013-2017
2015;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;141.6;111;75758;rate;antall;innbyggere;2013-2017
2017;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;139.7;113;76167;rate;antall;innbyggere;2013-2017
2016;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;122.8;98;76149;rate;antall;innbyggere;2013-2017
2013;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;130.6;99;75207;rate;antall;innbyggere;2013-2017
2014;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;143.7;112;75605;rate;antall;innbyggere;2013-2017
2015;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;141.6;111;75758;rate;antall;innbyggere;2013-2017
2017;1;10;Lyskebrokk;Finnmark;1;Dagkirurgi;139.7;113;76167;rate;antall;innbyggere;2013-2017
2016;2;10;Lyskebrokk;UNN;1;Dagkirurgi;106.1;211;191730;rate;antall;innbyggere;2013-2017
2013;2;10;Lyskebrokk;UNN;1;Dagkirurgi;120.4;230;188241;rate;antall;innbyggere;2013-2017
2014;2;10;Lyskebrokk;UNN;1;Dagkirurgi;137;264;189712;rate;antall;innbyggere;2013-2017
2015;2;10;Lyskebrokk;UNN;1;Dagkirurgi;112.4;221;190500;rate;antall;innbyggere;2013-2017
2017;2;10;Lyskebrokk;UNN;1;Dagkirurgi;124.3;252;192407;rate;antall;innbyggere;2013-2017
2016;2;10;Lyskebrokk;UNN;1;Dagkirurgi;106.1;211;191730;rate;antall;innbyggere;2013-2017
2013;2;10;Lyskebrokk;UNN;1;Dagkirurgi;120.4;230;188241;rate;antall;innbyggere;2013-2017
2014;2;10;Lyskebrokk;UNN;1;Dagkirurgi;137;264;189712;rate;antall;innbyggere;2013-2017
2015;2;10;Lyskebrokk;UNN;1;Dagkirurgi;112.4;221;190500;rate;antall;innbyggere;2013-2017
2017;2;10;Lyskebrokk;UNN;1;Dagkirurgi;124.3;252;192407;rate;antall;innbyggere;2013-2017
2016;2;10;Lyskebrokk;UNN;1;Dagkirurgi;106.1;211;191730;rate;antall;innbyggere;2013-2017
2013;2;10;Lyskebrokk;UNN;1;Dagkirurgi;120.4;230;188241;rate;antall;innbyggere;2013-2017
2014;2;10;Lyskebrokk;UNN;1;Dagkirurgi;137;264;189712;rate;antall;innbyggere;2013-2017
2015;2;10;Lyskebrokk;UNN;1;Dagkirurgi;112.4;221;190500;rate;antall;innbyggere;2013-2017
2017;2;10;Lyskebrokk;UNN;1;Dagkirurgi;124.3;252;192407;rate;antall;innbyggere;2013-2017
2016;2;10;Lyskebrokk;UNN;1;Dagkirurgi;106.1;211;191730;rate;antall;innbyggere;2013-2017
2013;2;10;Lyskebrokk;UNN;1;Dagkirurgi;120.4;230;188241;rate;antall;innbyggere;2013-2017
2014;2;10;Lyskebrokk;UNN;1;Dagkirurgi;137;264;189712;rate;antall;innbyggere;2013-2017
2015;2;10;Lyskebrokk;UNN;1;Dagkirurgi;112.4;221;190500;rate;antall;innbyggere;2013-2017
2017;2;10;Lyskebrokk;UNN;1;Dagkirurgi;124.3;252;192407;rate;antall;innbyggere;2013-2017
2016;2;10;Lyskebrokk;UNN;1;Dagkirurgi;106.1;211;191730;rate;antall;innbyggere;2013-2017
2013;2;10;Lyskebrokk;UNN;1;Dagkirurgi;120.4;230;188241;rate;antall;innbyggere;2013-2017
2014;2;10;Lyskebrokk;UNN;1;Dagkirurgi;137;264;189712;rate;antall;innbyggere;2013-2017
2015;2;10;Lyskebrokk;UNN;1;Dagkirurgi;112.4;221;190500;rate;antall;innbyggere;2013-2017
2017;2;10;Lyskebrokk;UNN;1;Dagkirurgi;124.3;252;192407;rate;antall;innbyggere;2013-2017
2016;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;140.2;208;138164;rate;antall;innbyggere;2013-2017
2014;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;107.2;151;136931;rate;antall;innbyggere;2013-2017
2015;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;119.6;172;137343;rate;antall;innbyggere;2013-2017
2013;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;133.4;188;136442;rate;antall;innbyggere;2013-2017
2017;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;139.8;207;138813;rate;antall;innbyggere;2013-2017
2016;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;140.2;208;138164;rate;antall;innbyggere;2013-2017
2014;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;107.2;151;136931;rate;antall;innbyggere;2013-2017
2015;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;119.6;172;137343;rate;antall;innbyggere;2013-2017
2013;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;133.4;188;136442;rate;antall;innbyggere;2013-2017
2017;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;139.8;207;138813;rate;antall;innbyggere;2013-2017
2016;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;140.2;208;138164;rate;antall;innbyggere;2013-2017
2014;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;107.2;151;136931;rate;antall;innbyggere;2013-2017
2015;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;119.6;172;137343;rate;antall;innbyggere;2013-2017
2013;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;133.4;188;136442;rate;antall;innbyggere;2013-2017
2017;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;139.8;207;138813;rate;antall;innbyggere;2013-2017
2016;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;140.2;208;138164;rate;antall;innbyggere;2013-2017
2014;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;107.2;151;136931;rate;antall;innbyggere;2013-2017
2015;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;119.6;172;137343;rate;antall;innbyggere;2013-2017
2013;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;133.4;188;136442;rate;antall;innbyggere;2013-2017
2017;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;139.8;207;138813;rate;antall;innbyggere;2013-2017
2016;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;140.2;208;138164;rate;antall;innbyggere;2013-2017
2014;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;107.2;151;136931;rate;antall;innbyggere;2013-2017
2015;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;119.6;172;137343;rate;antall;innbyggere;2013-2017
2013;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;133.4;188;136442;rate;antall;innbyggere;2013-2017
2017;3;10;Lyskebrokk;Nordland;1;Dagkirurgi;139.8;207;138813;rate;antall;innbyggere;2013-2017
2016;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;139.6;123;78604;rate;antall;innbyggere;2013-2017
2013;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;99.1;83;78244;rate;antall;innbyggere;2013-2017
2014;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;123.6;107;78492;rate;antall;innbyggere;2013-2017
2015;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;127.5;109;78393;rate;antall;innbyggere;2013-2017
2017;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;124;108;78614;rate;antall;innbyggere;2013-2017
2016;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;139.6;123;78604;rate;antall;innbyggere;2013-2017
2013;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;99.1;83;78244;rate;antall;innbyggere;2013-2017
2014;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;123.6;107;78492;rate;antall;innbyggere;2013-2017
2015;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;127.5;109;78393;rate;antall;innbyggere;2013-2017
2017;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;124;108;78614;rate;antall;innbyggere;2013-2017
2016;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;139.6;123;78604;rate;antall;innbyggere;2013-2017
2013;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;99.1;83;78244;rate;antall;innbyggere;2013-2017
2014;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;123.6;107;78492;rate;antall;innbyggere;2013-2017
2015;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;127.5;109;78393;rate;antall;innbyggere;2013-2017
2017;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;124;108;78614;rate;antall;innbyggere;2013-2017
2016;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;139.6;123;78604;rate;antall;innbyggere;2013-2017
2013;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;99.1;83;78244;rate;antall;innbyggere;2013-2017
2014;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;123.6;107;78492;rate;antall;innbyggere;2013-2017
2015;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;127.5;109;78393;rate;antall;innbyggere;2013-2017
2017;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;124;108;78614;rate;antall;innbyggere;2013-2017
2016;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;139.6;123;78604;rate;antall;innbyggere;2013-2017
2013;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;99.1;83;78244;rate;antall;innbyggere;2013-2017
2014;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;123.6;107;78492;rate;antall;innbyggere;2013-2017
2015;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;127.5;109;78393;rate;antall;innbyggere;2013-2017
2017;4;10;Lyskebrokk;Helgeland;1;Dagkirurgi;124;108;78614;rate;antall;innbyggere;2013-2017
2013;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;132.6;186;133570;rate;antall;innbyggere;2013-2017
2016;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;136.2;198;135690;rate;antall;innbyggere;2013-2017
2014;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;114.1;161;134219;rate;antall;innbyggere;2013-2017
2015;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;115.1;164;134805;rate;antall;innbyggere;2013-2017
2017;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;138.8;204;136320;rate;antall;innbyggere;2013-2017
2013;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;132.6;186;133570;rate;antall;innbyggere;2013-2017
2016;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;136.2;198;135690;rate;antall;innbyggere;2013-2017
2014;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;114.1;161;134219;rate;antall;innbyggere;2013-2017
2015;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;115.1;164;134805;rate;antall;innbyggere;2013-2017
2017;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;138.8;204;136320;rate;antall;innbyggere;2013-2017
2013;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;132.6;186;133570;rate;antall;innbyggere;2013-2017
2016;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;136.2;198;135690;rate;antall;innbyggere;2013-2017
2014;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;114.1;161;134219;rate;antall;innbyggere;2013-2017
2015;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;115.1;164;134805;rate;antall;innbyggere;2013-2017
2017;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;138.8;204;136320;rate;antall;innbyggere;2013-2017
2013;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;132.6;186;133570;rate;antall;innbyggere;2013-2017
2016;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;136.2;198;135690;rate;antall;innbyggere;2013-2017
2014;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;114.1;161;134219;rate;antall;innbyggere;2013-2017
2015;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;115.1;164;134805;rate;antall;innbyggere;2013-2017
2017;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;138.8;204;136320;rate;antall;innbyggere;2013-2017
2013;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;132.6;186;133570;rate;antall;innbyggere;2013-2017
2016;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;136.2;198;135690;rate;antall;innbyggere;2013-2017
2014;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;114.1;161;134219;rate;antall;innbyggere;2013-2017
2015;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;115.1;164;134805;rate;antall;innbyggere;2013-2017
2017;5;10;Lyskebrokk;Nord-Trøndelag;1;Dagkirurgi;138.8;204;136320;rate;antall;innbyggere;2013-2017
2016;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;143.4;450;320932;rate;antall;innbyggere;2013-2017
2014;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.7;394;313604;rate;antall;innbyggere;2013-2017
2015;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;134.2;414;317000;rate;antall;innbyggere;2013-2017
2013;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.6;387;309815;rate;antall;innbyggere;2013-2017
2017;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;118.8;381;324463;rate;antall;innbyggere;2013-2017
2016;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;143.4;450;320932;rate;antall;innbyggere;2013-2017
2014;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.7;394;313604;rate;antall;innbyggere;2013-2017
2015;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;134.2;414;317000;rate;antall;innbyggere;2013-2017
2013;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.6;387;309815;rate;antall;innbyggere;2013-2017
2017;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;118.8;381;324463;rate;antall;innbyggere;2013-2017
2016;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;143.4;450;320932;rate;antall;innbyggere;2013-2017
2014;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.7;394;313604;rate;antall;innbyggere;2013-2017
2015;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;134.2;414;317000;rate;antall;innbyggere;2013-2017
2013;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.6;387;309815;rate;antall;innbyggere;2013-2017
2017;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;118.8;381;324463;rate;antall;innbyggere;2013-2017
2016;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;143.4;450;320932;rate;antall;innbyggere;2013-2017
2014;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.7;394;313604;rate;antall;innbyggere;2013-2017
2015;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;134.2;414;317000;rate;antall;innbyggere;2013-2017
2013;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.6;387;309815;rate;antall;innbyggere;2013-2017
2017;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;118.8;381;324463;rate;antall;innbyggere;2013-2017
2016;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;143.4;450;320932;rate;antall;innbyggere;2013-2017
2014;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.7;394;313604;rate;antall;innbyggere;2013-2017
2015;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;134.2;414;317000;rate;antall;innbyggere;2013-2017
2013;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;129.6;387;309815;rate;antall;innbyggere;2013-2017
2017;6;10;Lyskebrokk;St. Olavs;1;Dagkirurgi;118.8;381;324463;rate;antall;innbyggere;2013-2017
2016;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;114.2;318;264248;rate;antall;innbyggere;2013-2017
2014;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;120.2;325;261681;rate;antall;innbyggere;2013-2017
2013;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;131.2;350;259484;rate;antall;innbyggere;2013-2017
2015;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;134.3;370;263254;rate;antall;innbyggere;2013-2017
2017;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;116.1;326;264817;rate;antall;innbyggere;2013-2017
2016;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;114.2;318;264248;rate;antall;innbyggere;2013-2017
2014;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;120.2;325;261681;rate;antall;innbyggere;2013-2017
2013;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;131.2;350;259484;rate;antall;innbyggere;2013-2017
2015;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;134.3;370;263254;rate;antall;innbyggere;2013-2017
2017;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;116.1;326;264817;rate;antall;innbyggere;2013-2017
2016;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;114.2;318;264248;rate;antall;innbyggere;2013-2017
2014;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;120.2;325;261681;rate;antall;innbyggere;2013-2017
2013;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;131.2;350;259484;rate;antall;innbyggere;2013-2017
2015;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;134.3;370;263254;rate;antall;innbyggere;2013-2017
2017;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;116.1;326;264817;rate;antall;innbyggere;2013-2017
2016;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;114.2;318;264248;rate;antall;innbyggere;2013-2017
2014;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;120.2;325;261681;rate;antall;innbyggere;2013-2017
2013;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;131.2;350;259484;rate;antall;innbyggere;2013-2017
2015;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;134.3;370;263254;rate;antall;innbyggere;2013-2017
2017;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;116.1;326;264817;rate;antall;innbyggere;2013-2017
2016;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;114.2;318;264248;rate;antall;innbyggere;2013-2017
2014;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;120.2;325;261681;rate;antall;innbyggere;2013-2017
2013;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;131.2;350;259484;rate;antall;innbyggere;2013-2017
2015;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;134.3;370;263254;rate;antall;innbyggere;2013-2017
2017;7;10;Lyskebrokk;Møre og Romsdal;1;Dagkirurgi;116.1;326;264817;rate;antall;innbyggere;2013-2017
2016;8;10;Lyskebrokk;Førde;1;Dagkirurgi;120.6;142;110266;rate;antall;innbyggere;2013-2017
2013;8;10;Lyskebrokk;Førde;1;Dagkirurgi;140.1;161;108965;rate;antall;innbyggere;2013-2017
2014;8;10;Lyskebrokk;Førde;1;Dagkirurgi;101;116;109170;rate;antall;innbyggere;2013-2017
2015;8;10;Lyskebrokk;Førde;1;Dagkirurgi;146.8;173;109530;rate;antall;innbyggere;2013-2017
2017;8;10;Lyskebrokk;Førde;1;Dagkirurgi;106.3;129;110230;rate;antall;innbyggere;2013-2017
2016;8;10;Lyskebrokk;Førde;1;Dagkirurgi;120.6;142;110266;rate;antall;innbyggere;2013-2017
2013;8;10;Lyskebrokk;Førde;1;Dagkirurgi;140.1;161;108965;rate;antall;innbyggere;2013-2017
2014;8;10;Lyskebrokk;Førde;1;Dagkirurgi;101;116;109170;rate;antall;innbyggere;2013-2017
2015;8;10;Lyskebrokk;Førde;1;Dagkirurgi;146.8;173;109530;rate;antall;innbyggere;2013-2017
2017;8;10;Lyskebrokk;Førde;1;Dagkirurgi;106.3;129;110230;rate;antall;innbyggere;2013-2017
2016;8;10;Lyskebrokk;Førde;1;Dagkirurgi;120.6;142;110266;rate;antall;innbyggere;2013-2017
2013;8;10;Lyskebrokk;Førde;1;Dagkirurgi;140.1;161;108965;rate;antall;innbyggere;2013-2017
2014;8;10;Lyskebrokk;Førde;1;Dagkirurgi;101;116;109170;rate;antall;innbyggere;2013-2017
2015;8;10;Lyskebrokk;Førde;1;Dagkirurgi;146.8;173;109530;rate;antall;innbyggere;2013-2017
2017;8;10;Lyskebrokk;Førde;1;Dagkirurgi;106.3;129;110230;rate;antall;innbyggere;2013-2017
2016;8;10;Lyskebrokk;Førde;1;Dagkirurgi;120.6;142;110266;rate;antall;innbyggere;2013-2017
2013;8;10;Lyskebrokk;Førde;1;Dagkirurgi;140.1;161;108965;rate;antall;innbyggere;2013-2017
2014;8;10;Lyskebrokk;Førde;1;Dagkirurgi;101;116;109170;rate;antall;innbyggere;2013-2017
2015;8;10;Lyskebrokk;Førde;1;Dagkirurgi;146.8;173;109530;rate;antall;innbyggere;2013-2017
2017;8;10;Lyskebrokk;Førde;1;Dagkirurgi;106.3;129;110230;rate;antall;innbyggere;2013-2017
2016;8;10;Lyskebrokk;Førde;1;Dagkirurgi;120.6;142;110266;rate;antall;innbyggere;2013-2017
