area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
12;32;Parkinson’s disease, outpatient services;Østfold;6;Neurology;15.67;349;21830;Rate;Number;Inhabitants;2013-2015
13;32;Parkinson’s disease, outpatient services;Akershus;6;Neurology;9.38;278;28648;Rate;Number;Inhabitants;2013-2015
14;32;Parkinson’s disease, outpatient services;OUS;6;Neurology;17.41;253;15113;Rate;Number;Inhabitants;2013-2015
15;32;Parkinson’s disease, outpatient services;Innlandet;6;Neurology;13.17;465;35111;Rate;Number;Inhabitants;2013-2015
16;32;Parkinson’s disease, outpatient services;Vestre Viken;6;Neurology;15.19;526;34438;Rate;Number;Inhabitants;2013-2015
17;32;Parkinson’s disease, outpatient services;Vestfold;6;Neurology;19.43;350;17862;Rate;Number;Inhabitants;2013-2015
18;32;Parkinson’s disease, outpatient services;Telemark;6;Neurology;11.17;157;14098;Rate;Number;Inhabitants;2013-2015
19;32;Parkinson’s disease, outpatient services;Sørlandet;6;Neurology;11;227;20283;Rate;Number;Inhabitants;2013-2015
20;32;Parkinson’s disease, outpatient services;Inner Oslo;6;Neurology;15.23;181;12527;Rate;Number;Inhabitants;2013-2015
8888;32;Parkinson’s disease, outpatient services;Norway;6;Neurology;13.66;4941;359928;Rate;Number;Inhabitants;2013-2015
1;33;Pharmacological treatment, patients;Finnmark;7;Cancer treatment;6.5;35;5054;Rate;Number;Inhabitants;2013-2015
2;33;Pharmacological treatment, patients;UNN;7;Cancer treatment;7.42;104;13700;Rate;Number;Inhabitants;2013-2015
3;33;Pharmacological treatment, patients;Nordland;7;Cancer treatment;6.6;73;10815;Rate;Number;Inhabitants;2013-2015
4;33;Pharmacological treatment, patients;Helgeland;7;Cancer treatment;7.51;52;6721;Rate;Number;Inhabitants;2013-2015
5;33;Pharmacological treatment, patients;Nord-Trøndelag;7;Cancer treatment;10.37;118;11219;Rate;Number;Inhabitants;2013-2015
6;33;Pharmacological treatment, patients;St. Olavs;7;Cancer treatment;8.81;182;20548;Rate;Number;Inhabitants;2013-2015
7;33;Pharmacological treatment, patients;Møre og Romsdal;7;Cancer treatment;10.47;215;20861;Rate;Number;Inhabitants;2013-2015
8;33;Pharmacological treatment, patients;Førde;7;Cancer treatment;8.69;81;9515;Rate;Number;Inhabitants;2013-2015
9;33;Pharmacological treatment, patients;Bergen;7;Cancer treatment;8.09;237;29339;Rate;Number;Inhabitants;2013-2015
10;33;Pharmacological treatment, patients;Fonna;7;Cancer treatment;8.74;115;13192;Rate;Number;Inhabitants;2013-2015
11;33;Pharmacological treatment, patients;Stavanger;7;Cancer treatment;10.52;203;19056;Rate;Number;Inhabitants;2013-2015
12;33;Pharmacological treatment, patients;Østfold;7;Cancer treatment;7.56;170;21830;Rate;Number;Inhabitants;2013-2015
13;33;Pharmacological treatment, patients;Akershus;7;Cancer treatment;8.79;262;28648;Rate;Number;Inhabitants;2013-2015
14;33;Pharmacological treatment, patients;OUS;7;Cancer treatment;9.18;133;15113;Rate;Number;Inhabitants;2013-2015
15;33;Pharmacological treatment, patients;Innlandet;7;Cancer treatment;7.78;275;35111;Rate;Number;Inhabitants;2013-2015
16;33;Pharmacological treatment, patients;Vestre Viken;7;Cancer treatment;9.74;337;34438;Rate;Number;Inhabitants;2013-2015
17;33;Pharmacological treatment, patients;Vestfold;7;Cancer treatment;12.02;218;17862;Rate;Number;Inhabitants;2013-2015
18;33;Pharmacological treatment, patients;Telemark;7;Cancer treatment;9.42;132;14098;Rate;Number;Inhabitants;2013-2015
19;33;Pharmacological treatment, patients;Sørlandet;7;Cancer treatment;9.56;196;20283;Rate;Number;Inhabitants;2013-2015
20;33;Pharmacological treatment, patients;Inner Oslo;7;Cancer treatment;9.23;113;12527;Rate;Number;Inhabitants;2013-2015
8888;33;Pharmacological treatment, patients;Norway;7;Cancer treatment;8.98;3252;359928;Rate;Number;Inhabitants;2013-2015
1;34;Radiotherapy, patients;Finnmark;7;Cancer treatment;7.97;42;5054;Rate;Number;Inhabitants;2013-2015
2;34;Radiotherapy, patients;UNN;7;Cancer treatment;9.65;134;13700;Rate;Number;Inhabitants;2013-2015
3;34;Radiotherapy, patients;Nordland;7;Cancer treatment;9.37;103;10815;Rate;Number;Inhabitants;2013-2015
4;34;Radiotherapy, patients;Helgeland;7;Cancer treatment;6.79;47;6721;Rate;Number;Inhabitants;2013-2015
5;34;Radiotherapy, patients;Nord-Trøndelag;7;Cancer treatment;6.83;79;11219;Rate;Number;Inhabitants;2013-2015
6;34;Radiotherapy, patients;St. Olavs;7;Cancer treatment;8.22;170;20548;Rate;Number;Inhabitants;2013-2015
7;34;Radiotherapy, patients;Møre og Romsdal;7;Cancer treatment;9.5;197;20861;Rate;Number;Inhabitants;2013-2015
8;34;Radiotherapy, patients;Førde;7;Cancer treatment;6.06;57;9515;Rate;Number;Inhabitants;2013-2015
9;34;Radiotherapy, patients;Bergen;7;Cancer treatment;10.49;307;29339;Rate;Number;Inhabitants;2013-2015
10;34;Radiotherapy, patients;Fonna;7;Cancer treatment;9.7;129;13192;Rate;Number;Inhabitants;2013-2015
11;34;Radiotherapy, patients;Stavanger;7;Cancer treatment;9.27;178;19056;Rate;Number;Inhabitants;2013-2015
12;34;Radiotherapy, patients;Østfold;7;Cancer treatment;7.86;175;21830;Rate;Number;Inhabitants;2013-2015
13;34;Radiotherapy, patients;Akershus;7;Cancer treatment;7.56;225;28648;Rate;Number;Inhabitants;2013-2015
14;34;Radiotherapy, patients;OUS;7;Cancer treatment;9.77;141;15113;Rate;Number;Inhabitants;2013-2015
15;34;Radiotherapy, patients;Innlandet;7;Cancer treatment;8.29;295;35111;Rate;Number;Inhabitants;2013-2015
16;34;Radiotherapy, patients;Vestre Viken;7;Cancer treatment;6.73;232;34438;Rate;Number;Inhabitants;2013-2015
17;34;Radiotherapy, patients;Vestfold;7;Cancer treatment;7.3;133;17862;Rate;Number;Inhabitants;2013-2015
18;34;Radiotherapy, patients;Telemark;7;Cancer treatment;5.52;77;14098;Rate;Number;Inhabitants;2013-2015
19;34;Radiotherapy, patients;Sørlandet;7;Cancer treatment;10.89;223;20283;Rate;Number;Inhabitants;2013-2015
20;34;Radiotherapy, patients;Inner Oslo;7;Cancer treatment;9.23;111;12527;Rate;Number;Inhabitants;2013-2015
8888;34;Radiotherapy, patients;Norway;7;Cancer treatment;8.44;3056;359928;Rate;Number;Inhabitants;2013-2015
1;35;Cataract surgery, procedures;Finnmark;8;Diseases of the eye;56.68;284;5054;Rate;Number;Inhabitants;2013-2015
2;35;Cataract surgery, procedures;UNN;8;Diseases of the eye;56.22;770;13700;Rate;Number;Inhabitants;2013-2015
3;35;Cataract surgery, procedures;Nordland;8;Diseases of the eye;66.31;715;10815;Rate;Number;Inhabitants;2013-2015
4;35;Cataract surgery, procedures;Helgeland;8;Diseases of the eye;47.23;319;6721;Rate;Number;Inhabitants;2013-2015
5;35;Cataract surgery, procedures;Nord-Trøndelag;8;Diseases of the eye;64.03;719;11219;Rate;Number;Inhabitants;2013-2015
6;35;Cataract surgery, procedures;St. Olavs;8;Diseases of the eye;64.17;1318;20548;Rate;Number;Inhabitants;2013-2015
7;35;Cataract surgery, procedures;Møre og Romsdal;8;Diseases of the eye;60.56;1255;20861;Rate;Number;Inhabitants;2013-2015
8;35;Cataract surgery, procedures;Førde;8;Diseases of the eye;80.26;756;9515;Rate;Number;Inhabitants;2013-2015
9;35;Cataract surgery, procedures;Bergen;8;Diseases of the eye;69.91;2048;29339;Rate;Number;Inhabitants;2013-2015
10;35;Cataract surgery, procedures;Fonna;8;Diseases of the eye;52.7;692;13192;Rate;Number;Inhabitants;2013-2015
11;35;Cataract surgery, procedures;Stavanger;8;Diseases of the eye;85.43;1627;19056;Rate;Number;Inhabitants;2013-2015
12;35;Cataract surgery, procedures;Østfold;8;Diseases of the eye;43.12;945;21830;Rate;Number;Inhabitants;2013-2015
13;35;Cataract surgery, procedures;Akershus;8;Diseases of the eye;45.22;1312;28648;Rate;Number;Inhabitants;2013-2015
14;35;Cataract surgery, procedures;OUS;8;Diseases of the eye;47.4;703;15113;Rate;Number;Inhabitants;2013-2015
15;35;Cataract surgery, procedures;Innlandet;8;Diseases of the eye;45.44;1595;35111;Rate;Number;Inhabitants;2013-2015
16;35;Cataract surgery, procedures;Vestre Viken;8;Diseases of the eye;61.04;2102;34438;Rate;Number;Inhabitants;2013-2015
17;35;Cataract surgery, procedures;Vestfold;8;Diseases of the eye;41.97;753;17862;Rate;Number;Inhabitants;2013-2015
18;35;Cataract surgery, procedures;Telemark;8;Diseases of the eye;60.6;850;14098;Rate;Number;Inhabitants;2013-2015
19;35;Cataract surgery, procedures;Sørlandet;8;Diseases of the eye;75.1;1523;20283;Rate;Number;Inhabitants;2013-2015
20;35;Cataract surgery, procedures;Inner Oslo;8;Diseases of the eye;48.46;591;12527;Rate;Number;Inhabitants;2013-2015
8888;35;Cataract surgery, procedures;Norway;8;Diseases of the eye;58.05;20876;359928;Rate;Number;Inhabitants;2013-2015
1;36;Injection treatment, patients;Finnmark;8;Diseases of the eye;20.05;97;5054;Rate;Number;Inhabitants;2013-2015
2;36;Injection treatment, patients;UNN;8;Diseases of the eye;23.13;312;13700;Rate;Number;Inhabitants;2013-2015
3;36;Injection treatment, patients;Nordland;8;Diseases of the eye;19.11;205;10815;Rate;Number;Inhabitants;2013-2015
4;36;Injection treatment, patients;Helgeland;8;Diseases of the eye;15.16;101;6721;Rate;Number;Inhabitants;2013-2015
5;36;Injection treatment, patients;Nord-Trøndelag;8;Diseases of the eye;16.81;187;11219;Rate;Number;Inhabitants;2013-2015
6;36;Injection treatment, patients;St. Olavs;8;Diseases of the eye;20.57;422;20548;Rate;Number;Inhabitants;2013-2015
7;36;Injection treatment, patients;Møre og Romsdal;8;Diseases of the eye;16.76;354;20861;Rate;Number;Inhabitants;2013-2015
8;36;Injection treatment, patients;Førde;8;Diseases of the eye;10.47;100;9515;Rate;Number;Inhabitants;2013-2015
9;36;Injection treatment, patients;Bergen;8;Diseases of the eye;13.46;395;29339;Rate;Number;Inhabitants;2013-2015
10;36;Injection treatment, patients;Fonna;8;Diseases of the eye;13.14;173;13192;Rate;Number;Inhabitants;2013-2015
11;36;Injection treatment, patients;Stavanger;8;Diseases of the eye;21.19;401;19056;Rate;Number;Inhabitants;2013-2015
12;36;Injection treatment, patients;Østfold;8;Diseases of the eye;20.21;433;21830;Rate;Number;Inhabitants;2013-2015
13;36;Injection treatment, patients;Akershus;8;Diseases of the eye;18.93;526;28648;Rate;Number;Inhabitants;2013-2015
14;36;Injection treatment, patients;OUS;8;Diseases of the eye;20.94;330;15113;Rate;Number;Inhabitants;2013-2015
15;36;Injection treatment, patients;Innlandet;8;Diseases of the eye;14.11;495;35111;Rate;Number;Inhabitants;2013-2015
16;36;Injection treatment, patients;Vestre Viken;8;Diseases of the eye;19.26;662;34438;Rate;Number;Inhabitants;2013-2015
17;36;Injection treatment, patients;Vestfold;8;Diseases of the eye;20.54;364;17862;Rate;Number;Inhabitants;2013-2015
18;36;Injection treatment, patients;Telemark;8;Diseases of the eye;14.7;208;14098;Rate;Number;Inhabitants;2013-2015
19;36;Injection treatment, patients;Sørlandet;8;Diseases of the eye;14.47;291;20283;Rate;Number;Inhabitants;2013-2015
20;36;Injection treatment, patients;Inner Oslo;8;Diseases of the eye;21.21;276;12527;Rate;Number;Inhabitants;2013-2015
8888;36;Injection treatment, patients;Norway;8;Diseases of the eye;17.65;6334;359928;Rate;Number;Inhabitants;2013-2015
1;37;Hearing aids, patients;Finnmark;9;Other;73.21;370;5135;Rate;Number;Inhabitants;2013-2015
2;37;Hearing aids, patients;UNN;9;Other;67.23;934;13926;Rate;Number;Inhabitants;2013-2015
3;37;Hearing aids, patients;Nordland;9;Other;53.49;584;10917;Rate;Number;Inhabitants;2013-2015
4;37;Hearing aids, patients;Helgeland;9;Other;58.26;396;6803;Rate;Number;Inhabitants;2013-2015
5;37;Hearing aids, patients;Nord-Trøndelag;9;Other;49.02;560;11374;Rate;Number;Inhabitants;2013-2015
6;37;Hearing aids, patients;St. Olavs;9;Other;18.29;382;20852;Rate;Number;Inhabitants;2013-2015
7;37;Hearing aids, patients;Møre og Romsdal;9;Other;56.26;1188;21029;Rate;Number;Inhabitants;2013-2015
8;37;Hearing aids, patients;Førde;9;Other;48.98;471;9560;Rate;Number;Inhabitants;2013-2015
9;37;Hearing aids, patients;Bergen;9;Other;49.99;1489;29754;Rate;Number;Inhabitants;2013-2015
10;37;Hearing aids, patients;Fonna;9;Other;52.29;703;13377;Rate;Number;Inhabitants;2013-2015
11;37;Hearing aids, patients;Stavanger;9;Other;51.01;991;19439;Rate;Number;Inhabitants;2013-2015
12;37;Hearing aids, patients;Østfold;9;Other;36.57;804;22096;Rate;Number;Inhabitants;2013-2015
13;37;Hearing aids, patients;Akershus;9;Other;39.83;1158;29568;Rate;Number;Inhabitants;2013-2015
14;37;Hearing aids, patients;OUS;9;Other;39.69;604;14997;Rate;Number;Inhabitants;2013-2015
15;37;Hearing aids, patients;Innlandet;9;Other;44.67;1584;35385;Rate;Number;Inhabitants;2013-2015
16;37;Hearing aids, patients;Vestre Viken;9;Other;47.39;1660;34961;Rate;Number;Inhabitants;2013-2015
17;37;Hearing aids, patients;Vestfold;9;Other;50.32;915;18243;Rate;Number;Inhabitants;2013-2015
18;37;Hearing aids, patients;Telemark;9;Other;46.39;658;14143;Rate;Number;Inhabitants;2013-2015
19;37;Hearing aids, patients;Sørlandet;9;Other;56.56;1164;20625;Rate;Number;Inhabitants;2013-2015
20;37;Hearing aids, patients;Inner Oslo;9;Other;42.42;547;12754;Rate;Number;Inhabitants;2013-2015
8888;37;Hearing aids, patients;Norway;9;Other;47.03;17162;364938;Rate;Number;Inhabitants;2013-2015
1;38;Biological drugs, patients;Finnmark;9;Other;;19;5135;Rate;Number;Inhabitants;2013-2015
2;38;Biological drugs, patients;UNN;9;Other;3.46;49;13926;Rate;Number;Inhabitants;2013-2015
3;38;Biological drugs, patients;Nordland;9;Other;3.83;42;10917;Rate;Number;Inhabitants;2013-2015
4;38;Biological drugs, patients;Helgeland;9;Other;;24;6803;Rate;Number;Inhabitants;2013-2015
5;38;Biological drugs, patients;Nord-Trøndelag;9;Other;;20;11374;Rate;Number;Inhabitants;2013-2015
6;38;Biological drugs, patients;St. Olavs;9;Other;2.16;45;20852;Rate;Number;Inhabitants;2013-2015
7;38;Biological drugs, patients;Møre og Romsdal;9;Other;2.63;53;21029;Rate;Number;Inhabitants;2013-2015
8;38;Biological drugs, patients;Førde;9;Other;;29;9560;Rate;Number;Inhabitants;2013-2015
9;38;Biological drugs, patients;Bergen;9;Other;2.77;82;29754;Rate;Number;Inhabitants;2013-2015
10;38;Biological drugs, patients;Fonna;9;Other;3.26;43;13377;Rate;Number;Inhabitants;2013-2015
11;38;Biological drugs, patients;Stavanger;9;Other;3.7;72;19439;Rate;Number;Inhabitants;2013-2015
12;38;Biological drugs, patients;Østfold;9;Other;2.04;46;22096;Rate;Number;Inhabitants;2013-2015
13;38;Biological drugs, patients;Akershus;9;Other;2.18;66;29568;Rate;Number;Inhabitants;2013-2015
14;38;Biological drugs, patients;OUS;9;Other;2.58;37;14997;Rate;Number;Inhabitants;2013-2015
15;38;Biological drugs, patients;Innlandet;9;Other;2.17;76;35385;Rate;Number;Inhabitants;2013-2015
16;38;Biological drugs, patients;Vestre Viken;9;Other;2.66;93;34961;Rate;Number;Inhabitants;2013-2015
17;38;Biological drugs, patients;Vestfold;9;Other;2.91;54;18243;Rate;Number;Inhabitants;2013-2015
18;38;Biological drugs, patients;Telemark;9;Other;4.18;59;14143;Rate;Number;Inhabitants;2013-2015
19;38;Biological drugs, patients;Sørlandet;9;Other;3.75;78;20625;Rate;Number;Inhabitants;2013-2015
20;38;Biological drugs, patients;Inner Oslo;9;Other;2.51;32;12754;Rate;Number;Inhabitants;2013-2015
8888;38;Biological drugs, patients;Norway;9;Other;2.79;1019;364938;Rate;Number;Inhabitants;2013-2015
1;39;Proportion elderly in 2017;Finnmark;10;Population projections;6.8746799039;5235;76149;Proportion (%);Number of elderly;Total population;2013-2015
2;39;Proportion elderly in 2017;UNN;10;Population projections;7.4172012726;14221;191730;Proportion (%);Number of elderly;Total population;2013-2015
3;39;Proportion elderly in 2017;Nordland;10;Population projections;8.0368258012;11104;138164;Proportion (%);Number of elderly;Total population;2013-2015
4;39;Proportion elderly in 2017;Helgeland;10;Population projections;8.8188896239;6932;78604;Proportion (%);Number of elderly;Total population;2013-2015
5;39;Proportion elderly in 2017;Nord-Trøndelag;10;Population projections;8.3444707911;11613;139170;Proportion (%);Number of elderly;Total population;2013-2015
6;39;Proportion elderly in 2017;St. Olavs;10;Population projections;6.6838451167;21218;317452;Proportion (%);Number of elderly;Total population;2013-2015
7;39;Proportion elderly in 2017;Møre og Romsdal;10;Population projections;8.0227664921;21200;264248;Proportion (%);Number of elderly;Total population;2013-2015
8;39;Proportion elderly in 2017;Førde;10;Population projections;8.7007781184;9594;110266;Proportion (%);Number of elderly;Total population;2013-2015
9;39;Proportion elderly in 2017;Bergen;10;Population projections;6.7220886171;30104;447837;Proportion (%);Number of elderly;Total population;2013-2015
10;39;Proportion elderly in 2017;Fonna;10;Population projections;7.4307270006;13454;181059;Proportion (%);Number of elderly;Total population;2013-2015
11;39;Proportion elderly in 2017;Stavanger;10;Population projections;5.4611653828;19829;363091;Proportion (%);Number of elderly;Total population;2013-2015
12;39;Proportion elderly in 2017;Østfold;10;Population projections;7.6294967968;22294;292208;Proportion (%);Number of elderly;Total population;2013-2015
13;39;Proportion elderly in 2017;Akershus;10;Population projections;5.9835011153;30420;508398;Proportion (%);Number of elderly;Total population;2013-2015
14;39;Proportion elderly in 2017;OUS;10;Population projections;5.4758251907;14705;268544;Proportion (%);Number of elderly;Total population;2013-2015
15;39;Proportion elderly in 2017;Innlandet;10;Population projections;8.8864957248;35565;400214;Proportion (%);Number of elderly;Total population;2013-2015
16;39;Proportion elderly in 2017;Vestre Viken;10;Population projections;7.272626542;35443;487348;Proportion (%);Number of elderly;Total population;2013-2015
17;39;Proportion elderly in 2017;Vestfold;10;Population projections;7.9692852719;18401;230899;Proportion (%);Number of elderly;Total population;2013-2015
18;39;Proportion elderly in 2017;Telemark;10;Population projections;8.195860525;14204;173307;Proportion (%);Number of elderly;Total population;2013-2015
19;39;Proportion elderly in 2017;Sørlandet;10;Population projections;6.964350425;20948;300789;Proportion (%);Number of elderly;Total population;2013-2015
20;39;Proportion elderly in 2017;Inner Oslo;10;Population projections;4.4401744911;12825;288840;Proportion (%);Number of elderly;Total population;2013-2015
8888;39;Proportion elderly in 2017;Norway;10;Population projections;7.023330849;369309;5258317;Proportion (%);Number of elderly;Total population;2013-2015
1;40;Proportion elderly in 2040;Finnmark;10;Population projections;12.675186;10256;80914;Proportion (%);Number of elderly;Total population;2013-2015
2;40;Proportion elderly in 2040;UNN;10;Population projections;13.071735778;27293;208794;Proportion (%);Number of elderly;Total population;2013-2015
3;40;Proportion elderly in 2040;Nordland;10;Population projections;13.925404364;20964;150545;Proportion (%);Number of elderly;Total population;2013-2015
4;40;Proportion elderly in 2040;Helgeland;10;Population projections;14.958540225;12231;81766;Proportion (%);Number of elderly;Total population;2013-2015
5;40;Proportion elderly in 2040;Nord-Trøndelag;10;Population projections;13.610729976;21625;158882;Proportion (%);Number of elderly;Total population;2013-2015
6;40;Proportion elderly in 2040;St. Olavs;10;Population projections;11.169896171;42225;378025;Proportion (%);Number of elderly;Total population;2013-2015
7;40;Proportion elderly in 2040;Møre og Romsdal;10;Population projections;13.493230149;40939;303404;Proportion (%);Number of elderly;Total population;2013-2015
8;40;Proportion elderly in 2040;Førde;10;Population projections;14.780086917;17481;118274;Proportion (%);Number of elderly;Total population;2013-2015
9;40;Proportion elderly in 2040;Bergen;10;Population projections;10.935802532;60599;554134;Proportion (%);Number of elderly;Total population;2013-2015
10;40;Proportion elderly in 2040;Fonna;10;Population projections;12.304554089;26300;213742;Proportion (%);Number of elderly;Total population;2013-2015
11;40;Proportion elderly in 2040;Stavanger;10;Population projections;9.9048011004;45727;461665;Proportion (%);Number of elderly;Total population;2013-2015
12;40;Proportion elderly in 2040;Østfold;10;Population projections;12.554841155;44384;353521;Proportion (%);Number of elderly;Total population;2013-2015
13;40;Proportion elderly in 2040;Akershus;10;Population projections;10.275208206;68635;667967;Proportion (%);Number of elderly;Total population;2013-2015
14;40;Proportion elderly in 2040;OUS;10;Population projections;8.6950013242;30204;347372;Proportion (%);Number of elderly;Total population;2013-2015
15;40;Proportion elderly in 2040;Innlandet;10;Population projections;14.23216161;64238;451358;Proportion (%);Number of elderly;Total population;2013-2015
16;40;Proportion elderly in 2040;Vestre Viken;10;Population projections;11.936169962;70768;592887;Proportion (%);Number of elderly;Total population;2013-2015
17;40;Proportion elderly in 2040;Vestfold;10;Population projections;13.176965946;36365;275974;Proportion (%);Number of elderly;Total population;2013-2015
18;40;Proportion elderly in 2040;Telemark;10;Population projections;14.039516557;26973;192122;Proportion (%);Number of elderly;Total population;2013-2015
19;40;Proportion elderly in 2040;Sørlandet;10;Population projections;11.54781016;43376;375621;Proportion (%);Number of elderly;Total population;2013-2015
20;40;Proportion elderly in 2040;Inner Oslo;10;Population projections;8.2098990669;29925;364499;Proportion (%);Number of elderly;Total population;2013-2015
8888;40;Proportion elderly in 2040;Norway;10;Population projections;11.695679958;740508;6331466;Proportion (%);Number of elderly;Total population;2013-2015
1;41;Growth in number of elderly;Finnmark;10;Population projections;95.912129895;5235;10256;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
2;41;Growth in number of elderly;UNN;10;Population projections;91.920399409;14221;27293;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
3;41;Growth in number of elderly;Nordland;10;Population projections;88.796829971;11104;20964;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
4;41;Growth in number of elderly;Helgeland;10;Population projections;76.442585113;6932;12231;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
5;41;Growth in number of elderly;Nord-Trøndelag;10;Population projections;86.213725997;11613;21625;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
6;41;Growth in number of elderly;St. Olavs;10;Population projections;99.005561316;21218;42225;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
7;41;Growth in number of elderly;Møre og Romsdal;10;Population projections;93.108490566;21200;40939;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
8;41;Growth in number of elderly;Førde;10;Population projections;82.207629769;9594;17481;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
9;41;Growth in number of elderly;Bergen;10;Population projections;101.29883072;30104;60599;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
10;41;Growth in number of elderly;Fonna;10;Population projections;95.480897874;13454;26300;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
11;41;Growth in number of elderly;Stavanger;10;Population projections;130.60668718;19829;45727;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
12;41;Growth in number of elderly;Østfold;10;Population projections;99.084955593;22294;44384;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
13;41;Growth in number of elderly;Akershus;10;Population projections;125.62458909;30420;68635;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
14;41;Growth in number of elderly;OUS;10;Population projections;105.39952397;14705;30204;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
15;41;Growth in number of elderly;Innlandet;10;Population projections;80.621397441;35565;64238;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
16;41;Growth in number of elderly;Vestre Viken;10;Population projections;99.667071072;35443;70768;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
17;41;Growth in number of elderly;Vestfold;10;Population projections;97.625129069;18401;36365;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
18;41;Growth in number of elderly;Telemark;10;Population projections;89.897212053;14204;26973;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
19;41;Growth in number of elderly;Sørlandet;10;Population projections;107.06511361;20948;43376;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
20;41;Growth in number of elderly;Inner Oslo;10;Population projections;133.33333333;12825;29925;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
8888;41;Growth in number of elderly;Norway;10;Population projections;100.51176657;369309;740508;Growth (%);Elderly in 2017;Elderly in 2040;2013-2015
