area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
13;35;Readmissions of newborns;Akershus;3;Postnatal period;45.67;263;5759;Rate;Number;Births;2015-2017
14;35;Readmissions of newborns;OUS;3;Postnatal period;31.06;125;4035;Rate;Number;Births;2015-2017
15;35;Readmissions of newborns;Lovisenberg;3;Postnatal period;30.02;85;2832;Rate;Number;Births;2015-2017
16;35;Readmissions of newborns;Diakonhjemmet;3;Postnatal period;31.53;58;1850;Rate;Number;Births;2015-2017
17;35;Readmissions of newborns;Innlandet;3;Postnatal period;58.08;213;3667;Rate;Number;Births;2015-2017
18;35;Readmissions of newborns;Vestre Viken;3;Postnatal period;53.27;282;5294;Rate;Number;Births;2015-2017
19;35;Readmissions of newborns;Vestfold;3;Postnatal period;63.22;142;2251;Rate;Number;Births;2015-2017
20;35;Readmissions of newborns;Telemark;3;Postnatal period;54.59;89;1630;Rate;Number;Births;2015-2017
21;35;Readmissions of newborns;Sørlandet;3;Postnatal period;53.11;180;3395;Rate;Number;Births;2015-2017
8888;35;Readmissions of newborns;Norway;3;Postnatal period;51.14;3075;60137;Rate;Number;Births;2015-2017
1;36;Home visits by municipal midwives;Finnmark;3;Postnatal period;221.77;162;731;Rate;Number;Births;2015-2017
2;36;Home visits by municipal midwives;UNN;3;Postnatal period;130.08;245;1884;Rate;Number;Births;2015-2017
3;36;Home visits by municipal midwives;Nordland;3;Postnatal period;284.24;372;1307;Rate;Number;Births;2015-2017
4;36;Home visits by municipal midwives;Helgeland;3;Postnatal period;147.54;104;702;Rate;Number;Births;2015-2017
5;36;Home visits by municipal midwives;Nord-Trøndelag;3;Postnatal period;266.24;357;1339;Rate;Number;Births;2015-2017
6;36;Home visits by municipal midwives;St. Olavs;3;Postnatal period;182.22;634;3477;Rate;Number;Births;2015-2017
7;36;Home visits by municipal midwives;Møre og Romsdal;3;Postnatal period;445.24;1185;2662;Rate;Number;Births;2015-2017
8;36;Home visits by municipal midwives;Førde;3;Postnatal period;611.89;654;1068;Rate;Number;Births;2015-2017
9;36;Home visits by municipal midwives;Bergen;3;Postnatal period;220.92;1135;5138;Rate;Number;Births;2015-2017
10;36;Home visits by municipal midwives;Fonna;3;Postnatal period;317.95;586;1842;Rate;Number;Births;2015-2017
11;36;Home visits by municipal midwives;Stavanger;3;Postnatal period;120.62;554;4593;Rate;Number;Births;2015-2017
12;36;Home visits by municipal midwives;Østfold;3;Postnatal period;275.49;738;2677;Rate;Number;Births;2015-2017
13;36;Home visits by municipal midwives;Akershus;3;Postnatal period;460.09;1902;4134;Rate;Number;Births;2015-2017
14;36;Home visits by municipal midwives;OUS;3;Postnatal period;230.68;1001;4337;Rate;Number;Births;2015-2017
15;36;Home visits by municipal midwives;Lovisenberg;3;Postnatal period;230.68;718;3111;Rate;Number;Births;2015-2017
16;36;Home visits by municipal midwives;Diakonhjemmet;3;Postnatal period;230.68;457;1980;Rate;Number;Births;2015-2017
17;36;Home visits by municipal midwives;Innlandet;3;Postnatal period;343.9;1161;3375;Rate;Number;Births;2015-2017
18;36;Home visits by municipal midwives;Vestre Viken;3;Postnatal period;304.12;1466;4821;Rate;Number;Births;2015-2017
19;36;Home visits by municipal midwives;Vestfold;3;Postnatal period;246.62;520;2109;Rate;Number;Births;2015-2017
20;36;Home visits by municipal midwives;Telemark;3;Postnatal period;219.17;332;1513;Rate;Number;Births;2015-2017
21;36;Home visits by municipal midwives;Sørlandet;3;Postnatal period;458.87;1414;3082;Rate;Number;Births;2015-2017
8888;36;Home visits by municipal midwives;Norway;3;Postnatal period;280.82;15692;55877;Rate;Number;Births;2015-2017
1;37;Home visit by health visitor;Finnmark;3;Postnatal period;734.04;575;783;Rate;Number;Births;2015-2017
2;37;Home visit by health visitor;UNN;3;Postnatal period;901.22;1770;1964;Rate;Number;Births;2015-2017
3;37;Home visit by health visitor;Nordland;3;Postnatal period;840.35;1151;1370;Rate;Number;Births;2015-2017
4;37;Home visit by health visitor;Helgeland;3;Postnatal period;964.46;706;732;Rate;Number;Births;2015-2017
5;37;Home visit by health visitor;Nord-Trøndelag;3;Postnatal period;902.04;1225;1358;Rate;Number;Births;2015-2017
6;37;Home visit by health visitor;St. Olavs;3;Postnatal period;920.57;3384;3676;Rate;Number;Births;2015-2017
7;37;Home visit by health visitor;Møre og Romsdal;3;Postnatal period;934.17;2545;2724;Rate;Number;Births;2015-2017
8;37;Home visit by health visitor;Førde;3;Postnatal period;943.27;1025;1087;Rate;Number;Births;2015-2017
9;37;Home visit by health visitor;Bergen;3;Postnatal period;945.65;5220;5520;Rate;Number;Births;2015-2017
10;37;Home visit by health visitor;Fonna;3;Postnatal period;862.59;1712;1984;Rate;Number;Births;2015-2017
11;37;Home visit by health visitor;Stavanger;3;Postnatal period;850.18;4099;4821;Rate;Number;Births;2015-2017
12;37;Home visit by health visitor;Østfold;3;Postnatal period;928.1;2577;2777;Rate;Number;Births;2015-2017
13;37;Home visit by health visitor;Akershus;3;Postnatal period;802.87;4446;5538;Rate;Number;Births;2015-2017
14;37;Home visit by health visitor;OUS;3;Postnatal period;645.93;2544;3938;Rate;Number;Births;2015-2017
15;37;Home visit by health visitor;Lovisenberg;3;Postnatal period;661.62;1792;2708;Rate;Number;Births;2015-2017
16;37;Home visit by health visitor;Diakonhjemmet;3;Postnatal period;636.95;1129;1772;Rate;Number;Births;2015-2017
17;37;Home visit by health visitor;Innlandet;3;Postnatal period;842.6;2964;3518;Rate;Number;Births;2015-2017
18;37;Home visit by health visitor;Vestre Viken;3;Postnatal period;934.86;4578;4897;Rate;Number;Births;2015-2017
19;37;Home visit by health visitor;Vestfold;3;Postnatal period;918.49;2006;2184;Rate;Number;Births;2015-2017
20;37;Home visit by health visitor;Telemark;3;Postnatal period;961.97;1509;1569;Rate;Number;Births;2015-2017
21;37;Home visit by health visitor;Sørlandet;3;Postnatal period;968.34;3171;3275;Rate;Number;Births;2015-2017
8888;37;Home visit by health visitor;Norway;3;Postnatal period;861.37;50126;58194;Rate;Number;Births;2015-2017
